series,series_name,frequency,year,month,date,value
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1991,12,1991-12,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1992,1,1992-01,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1992,2,1992-02,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1992,3,1992-03,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1992,4,1992-04,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1992,5,1992-05,303.4
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1992,6,1992-06,303.1
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1992,7,1992-07,302.5
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1992,8,1992-08,302.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1992,9,1992-09,302.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1992,10,1992-10,302.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1992,11,1992-11,302.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1992,12,1992-12,302.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1993,1,1993-01,302.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1993,2,1993-02,302.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1993,3,1993-03,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1993,4,1993-04,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1993,5,1993-05,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1993,6,1993-06,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1993,7,1993-07,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1993,8,1993-08,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1993,9,1993-09,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1993,10,1993-10,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1993,11,1993-11,302.8
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1993,12,1993-12,302.8
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1994,1,1994-01,302.8
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1994,2,1994-02,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1994,3,1994-03,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1994,4,1994-04,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1994,5,1994-05,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1994,6,1994-06,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1994,7,1994-07,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1994,8,1994-08,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1994,9,1994-09,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1994,10,1994-10,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1994,11,1994-11,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1994,12,1994-12,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1995,1,1995-01,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1995,2,1995-02,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1995,3,1995-03,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1995,4,1995-04,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1995,5,1995-05,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1995,6,1995-06,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1995,7,1995-07,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1995,8,1995-08,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1995,9,1995-09,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1995,10,1995-10,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1995,11,1995-11,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1995,12,1995-12,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1996,1,1996-01,302.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1996,2,1996-02,301.7
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1996,3,1996-03,301.7
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1996,4,1996-04,301.7
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1996,5,1996-05,302.5
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1996,6,1996-06,302.5
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1996,7,1996-07,302.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1996,8,1996-08,302.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1996,9,1996-09,302.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1996,10,1996-10,302.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1996,11,1996-11,303.4
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1996,12,1996-12,303.1
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1997,1,1997-01,301.7
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1997,2,1997-02,301.7
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1997,3,1997-03,301.7
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1997,4,1997-04,301.7
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1997,5,1997-05,301.7
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1997,6,1997-06,301.7
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1997,7,1997-07,301.7
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1997,8,1997-08,301.7
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1997,9,1997-09,301.7
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1997,10,1997-10,301.7
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1997,11,1997-11,301.7
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1997,12,1997-12,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,1,1998-01,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,2,1998-02,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,3,1998-03,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,4,1998-04,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,5,1998-05,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,6,1998-06,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,7,1998-07,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,8,1998-08,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,9,1998-09,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,10,1998-10,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,11,1998-11,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1998,12,1998-12,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,1,1999-01,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,2,1999-02,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,3,1999-03,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,4,1999-04,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,5,1999-05,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,6,1999-06,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,7,1999-07,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,8,1999-08,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,9,1999-09,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,10,1999-10,301.6
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,11,1999-11,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,1999,12,1999-12,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,1,2000-01,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,2,2000-02,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,3,2000-03,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,4,2000-04,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,5,2000-05,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,6,2000-06,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,7,2000-07,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,8,2000-08,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,9,2000-09,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,10,2000-10,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,11,2000-11,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2000,12,2000-12,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,1,2001-01,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,2,2001-02,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,3,2001-03,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,4,2001-04,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,5,2001-05,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,6,2001-06,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,7,2001-07,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,8,2001-08,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,9,2001-09,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,10,2001-10,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,11,2001-11,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2001,12,2001-12,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,1,2002-01,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,2,2002-02,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,3,2002-03,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,4,2002-04,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,5,2002-05,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,6,2002-06,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,7,2002-07,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,8,2002-08,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,9,2002-09,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,10,2002-10,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,11,2002-11,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2002,12,2002-12,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,1,2003-01,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,2,2003-02,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,3,2003-03,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,4,2003-04,211.0
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,5,2003-05,165.5
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,6,2003-06,165.5
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,7,2003-07,165.5
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,8,2003-08,165.5
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,9,2003-09,165.5
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,10,2003-10,165.5
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,11,2003-11,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2003,12,2003-12,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,1,2004-01,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,2,2004-02,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,3,2004-03,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,4,2004-04,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,5,2004-05,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,6,2004-06,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,7,2004-07,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,8,2004-08,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,9,2004-09,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,10,2004-10,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,11,2004-11,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2004,12,2004-12,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,1,2005-01,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,2,2005-02,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,3,2005-03,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,4,2005-04,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,5,2005-05,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,6,2005-06,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,7,2005-07,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,8,2005-08,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,9,2005-09,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,10,2005-10,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,11,2005-11,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2005,12,2005-12,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,1,2006-01,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,2,2006-02,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,3,2006-03,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,4,2006-04,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,5,2006-05,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,6,2006-06,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,7,2006-07,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,8,2006-08,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,9,2006-09,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,10,2006-10,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,11,2006-11,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2006,12,2006-12,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,1,2007-01,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,2,2007-02,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,3,2007-03,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,4,2007-04,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,5,2007-05,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,6,2007-06,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,7,2007-07,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,8,2007-08,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,9,2007-09,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,10,2007-10,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,11,2007-11,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2007,12,2007-12,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,1,2008-01,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,2,2008-02,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,3,2008-03,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,4,2008-04,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,5,2008-05,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,6,2008-06,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,7,2008-07,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,8,2008-08,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,9,2008-09,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,10,2008-10,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,11,2008-11,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2008,12,2008-12,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,1,2009-01,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,2,2009-02,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,3,2009-03,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,4,2009-04,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,5,2009-05,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,6,2009-06,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,7,2009-07,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,8,2009-08,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,9,2009-09,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,10,2009-10,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,11,2009-11,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2009,12,2009-12,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,1,2010-01,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,2,2010-02,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,3,2010-03,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,4,2010-04,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,5,2010-05,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,6,2010-06,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,7,2010-07,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,8,2010-08,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,9,2010-09,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,10,2010-10,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,11,2010-11,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2010,12,2010-12,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,1,2011-01,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,2,2011-02,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,3,2011-03,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,4,2011-04,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,5,2011-05,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,6,2011-06,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,7,2011-07,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,8,2011-08,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,9,2011-09,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,10,2011-10,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,11,2011-11,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2011,12,2011-12,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,1,2012-01,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,2,2012-02,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,3,2012-03,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,4,2012-04,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,5,2012-05,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,6,2012-06,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,7,2012-07,120.3
gold_reserves_monthly,Gold Reserves: USD mn: Monthly: United Arab Emirates,monthly,2012,8,2012-08,120.3
